"module","file","key","english","chinese","context","placeholders","notes"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchRHTMLDocMenuLabel","R _HTML","R _HTML","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","","中文值与英文原文完全相同；需要人工确认是否为有意保留英文；中文值不含汉字且包含拉丁字母；可能是产品名、缩写或保留英文，需人工确认；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchRMarkdownDocDesc","Create a blank R Markdown document in current directory","在当前目录中新建空白 R Markdown 文档","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchRMarkdownDocMenuLabel","R _Markdown","R _Markdown","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","","中文值与英文原文完全相同；需要人工确认是否为有意保留英文；中文值不含汉字且包含拉丁字母；可能是产品名、缩写或保留英文，需人工确认；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchShellDocDesc","Create a blank shell script in current directory","在当前目录中创建空白 shell 脚本","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchShellDocMenuLabel","_Shell Script","_Shell 脚本","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSourceDocButtonLabel","","","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。 资源值为空，需要结合运行界面判断。","","中文为空；英文原文为空；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSourceDocDesc","Create a blank R script in current directory","在当前目录中创建空白的 R 脚本","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSourceDocLabel","Create a Blank R script in current directory","在当前目录中创建空白 R 脚本","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSourceDocMenuLabel","_R Script","_R 脚本","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSqlDocDesc","Create a new SQL script in current directory","在当前目录中新建 SQL 脚本","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSqlDocMenuLabel","SQ_L Script","SQ_L 脚本","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchStanDocDesc","Create a blank Stan program in current directory","在当前目录中创建空白 Stan 程序","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchStanDocMenuLabel","_Stan File","_Stan 文件","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSweaveDocDesc","Create a blank R Sweave document in current directory","在当前目录中新建空白 R Sweave 文档","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchSweaveDocMenuLabel","R _Sweave","R _Sweave","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","","中文值与英文原文完全相同；需要人工确认是否为有意保留英文；中文值不含汉字且包含拉丁字母；可能是产品名、缩写或保留英文，需人工确认；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchTextDocDesc","Create a blank text file in current directory","在当前目录中创建空白文本文件","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","touchTextDocMenuLabel","_Text File","_文本文件","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialBackButtonLabel","","","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。 资源值为空，需要结合运行界面判断。","","中文为空；英文原文为空；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialBackDesc","Go back","后退","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialForwardButtonLabel","","","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。 资源值为空，需要结合运行界面判断。","","中文为空；英文原文为空；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialForwardDesc","Go forward","前进","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialHomeButtonLabel","","","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。 资源值为空，需要结合运行界面判断。","","中文为空；英文原文为空；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialHomeDesc","Return to home","返回主页","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialPopoutButtonLabel","","","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。 资源值为空，需要结合运行界面判断。","","中文为空；英文原文为空；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialPopoutDesc","Show in new window","在新窗口中显示","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialRefreshDesc","Refresh tutorial","刷新教程","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialStopButtonLabel","","","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。 资源值为空，需要结合运行界面判断。","","中文为空；英文原文为空；现有 translation provenance 状态为 needs-review"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialStopDesc","Stop tutorial","停止教程","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialZoomButtonLabel","Zoom","缩放","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","tutorialZoomDesc","View a larger version in a new window","在新窗口中查看更大的版本","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","undoDummyMenuLabel","_Undo","_撤销","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","unfoldAllLabel","Expand All Folds","展开全部区域","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","unfoldAllMenuLabel","Ex_pand All","_全部展开","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","unfoldLabel","Expand Fold","展开折叠","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","unfoldMenuLabel","E_xpand","_展开","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","uninstallPositAssistantLabel","Uninstall Posit Assistant","卸载 Posit Assistant","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","uninstallPositAssistantMenuLabel","Uninsta_ll Posit Assistant...","_卸载 Posit Assistant...","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","updateCredentialsMenuLabel","_Update Credentials","_更新凭据","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","updatePackagesButtonLabel","Update","更新","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","updatePackagesDesc","Check for package updates","检查程序包更新","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","updatePackagesLabel","Update Packages...","更新程序包...","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","updatePackagesMenuLabel","Check for Package _Updates...","_检查程序包更新...","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","uploadFileButtonLabel","Upload","上传","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","uploadFileDesc","Upload files to server","上传文件到服务器","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","uploadFileLabel","Upload Files...","上传文件...","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","uploadFileMenuLabel","Upload Files...","上传文件...","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","usingRMarkdownHelpDesc","Guide to using R Markdown","R Markdown 使用指南","Menus and Commands 相关界面中的提示或说明文本（Cmd 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","usingRMarkdownHelpMenuLabel","_Using R Markdown","_使用 R Markdown","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsAddFilesButtonLabel","Add","添加","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsAddFilesDesc","Add the selected files or folders","添加选中的文件或文件夹","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsAddFilesLabel","Add Files or Folders","添加文件或文件夹","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsAddFilesMenuLabel","Add","添加","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsBlameOnGitHubDesc","Blame view for this file on Github","在 GitHub 上查看此文件的逐行归属","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsBlameOnGitHubLabel","View 'git blame' on GitHub","在 GitHub 上查看 git blame","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsBlameOnGitHubMenuLabel","_Blame FILE on GitHub","_在 GitHub 上追溯 FILE","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCleanupButtonLabel","Cleanup","清理","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCleanupDesc","Recursively clean up the working copy (removing locks, etc)","递归清理工作副本（移除锁等）","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCleanupMenuLabel","Cleanu_p","_清理","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCommitButtonLabel","Commit","提交","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCommitDesc","Commit pending changes","提交待处理的更改","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCommitLabel","Commit Pending Changes","提交待决更改","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsCommitMenuLabel","_Commit...","_提交...","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsDiffButtonLabel","Diff","差异","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsDiffDesc","Diff selected file(s)","比较所选文件的差异","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsDiffLabel","Diff Selected Files","比较所选文件的差异","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsDiffMenuLabel","Diff","差异","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileDiffDesc","Show differences for the file","显示文件的差异","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileDiffLabel","Show Differences for File","显示文件的差异","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileDiffMenuLabel","_Diff of","_比较差异","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileLogDesc","Show log of changes to the file","显示文件更改的日志","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileLogLabel","Show Changelog for File","显示文件的更改日志","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileLogMenuLabel","_Log of","_查看日志","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileRevertDesc","Revert changes to the file","还原对此文件的更改","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileRevertLabel","Revert Changes to File","还原文件更改","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsFileRevertMenuLabel","_Revert","_还原","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsIgnoreButtonLabel","Ignore","忽略","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsIgnoreDesc","Ignore the selected files or folders","忽略选中的文件或文件夹","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsIgnoreLabel","Ignore Files or Folders","忽略文件或文件夹","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsIgnoreMenuLabel","Ignore...","忽略...","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsOpenDesc","Open selected file(s)","打开选中的文件","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsOpenLabel","Open Selected Files(s)","打开选中的文件","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsOpenMenuLabel","Open File","打开文件","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsPullButtonLabel","Pull","拉取","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsPullMenuLabel","_Pull Branches","_拉取分支","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsPullRebaseButtonLabel","Pull with Rebase","拉取并变基","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsPullRebaseMenuLabel","_Pull with Rebase","_拉取并变基","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsPushButtonLabel","Push","推送","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsPushMenuLabel","P_ush Branch","_推送分支","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRefreshDesc","Refresh listing","更新列表","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRefreshLabel","Refresh File List from Source Control","从版本控制刷新文件列表","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRemoveFilesButtonLabel","Delete","删除","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRemoveFilesDesc","Delete the selected files or folders","删除选中的文件或文件夹","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRemoveFilesLabel","Remove Files or Folders","删除文件或文件夹","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRemoveFilesMenuLabel","Delete","删除","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsResolveButtonLabel","Resolve","解决","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsResolveDesc","Resolve conflicts in the selected files or folders","解决选定文件或文件夹中的冲突","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsResolveMenuLabel","Resolve...","解决冲突...","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRevertButtonLabel","Revert","还原","Menus and Commands 相关界面中的按钮或操作项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","vcsRevertDesc","Revert selected changes","还原选中的更改","Menus and Commands 相关界面中的界面文本（Cmd 资源）。","",""
